customer_id,age,tenure,credit_score,balance,salary,number_of_products,has_card,is_active,has_complained,satisfaction_score,points_earned,clv_estimated,is_female,geography,cardtype,age_bucket,credit_bucket,balance_bucket,clv_bucket,churn_risk,has_churned,rf_churn_prob,rf_predicted_churn
15740404,34,3,758,0.0,124226.16,2,1,1,0,2,375,1490.71392,1,France,Platinum,Adult,High,Zero,Low,Low Risk,0,0.10032282822908409,0
15718369,33,9,795,130862.43,114935.21,1,1,1,0,5,411,16534.2993,1,Germany,Gold,Adult,High,Medium,High,Medium Risk,0,0.3136142371484792,0
15677871,38,9,687,122570.87,35608.88,1,1,1,0,4,595,13325.3534,0,France,Diamond,Adult,Medium,Medium,High,Medium Risk,0,0.2925949799761723,0
15642004,25,1,686,0.0,16459.37,2,0,1,0,1,578,98.75622,0,France,Diamond,Adult,Medium,Zero,Low,Low Risk,0,0.10275245716321653,0
15712543,39,7,789,124828.46,124411.08,2,1,1,0,2,377,12972.14272,0,Germany,Platinum,Adult,High,Medium,High,Medium Risk,0,0.22901419265939676,0
15584518,50,5,589,144895.05,34941.23,2,1,1,0,2,831,9322.64514,1,Germany,Gold,Middle,Low,Medium,Medium,High Risk,0,0.5438122297410599,1
15802381,34,5,461,63663.93,167784.28,1,0,1,0,1,497,6839.95284,1,Germany,Silver,Adult,Low,Medium,Medium,Medium Risk,0,0.32637719155382106,0
15610156,40,2,637,133463.1,93165.34,1,0,1,0,1,374,4842.38106,0,France,Platinum,Adult,Medium,Medium,Medium,Medium Risk,0,0.3583886787686091,0
15594408,48,2,584,213146.2,75161.25,1,1,0,0,4,814,7070.83725,1,Spain,Diamond,Middle,Low,High,Medium,Churned,1,0.8159516109775367,1
15640905,35,1,579,129490.36,8590.83,2,0,1,1,4,247,2641.35218,1,Spain,Gold,Adult,Low,Medium,Low,Churned,1,0.3658121874363613,0
15698932,44,10,756,137452.09,189543.9,1,1,0,0,5,965,21374.6786,0,Germany,Platinum,Adult,High,Medium,High,Medium Risk,0,0.6694345451161213,1
15724944,34,7,663,0.0,180427.24,2,1,1,0,3,912,4330.25376,0,France,Silver,Adult,Medium,Zero,Medium,Low Risk,0,0.059479029246599244,0
15628145,43,5,682,125851.93,193318.33,1,1,1,0,4,462,11030.84574,1,France,Gold,Adult,Medium,Medium,High,Medium Risk,0,0.5924233141315794,1
15713483,52,2,793,0.0,159123.82,1,1,0,1,5,883,1432.11438,0,Spain,Gold,Middle,High,Zero,Low,Churned,1,0.8625849172887586,1
15612350,31,5,691,40915.55,126213.84,1,1,0,0,2,402,4726.78212,1,France,Silver,Adult,Medium,Low,Medium,Churned,1,0.41225557344204383,0
15800703,21,5,485,113157.22,54141.5,1,1,1,0,4,764,7763.9802,1,Spain,Gold,Adult,Low,Medium,Medium,Medium Risk,0,0.2692385078952946,0
15705707,29,8,635,138296.94,141075.51,2,1,0,0,1,608,16255.76337,1,Spain,Platinum,Adult,Medium,Medium,High,Medium Risk,0,0.38905196427175126,0
15754105,37,5,650,106967.18,24495.03,1,0,0,0,5,652,6858.94134,0,France,Platinum,Adult,Medium,Medium,Medium,Medium Risk,0,0.3987320940040335,0
15703264,44,9,735,120681.63,74836.34,1,1,0,0,2,520,14313.2532,0,France,Silver,Adult,Medium,Medium,High,Medium Risk,0,0.7272998641373555,1
15794413,32,0,416,0.0,878.87,2,0,1,0,5,884,2.63661,0,France,Gold,Adult,Low,Zero,Low,Low Risk,0,0.16265206213873223,0
15650237,32,7,754,0.0,89520.75,2,1,0,0,1,800,2148.498,1,Spain,Silver,Adult,High,Zero,Low,Medium Risk,0,0.06983494707469251,0
15759618,48,9,535,0.0,149892.79,1,1,0,1,4,697,4496.7837,1,France,Gold,Middle,Low,Zero,Medium,Churned,1,0.8798598414883128,1
15811589,42,8,716,0.0,180800.42,2,1,0,0,2,427,4881.61134,0,Spain,Silver,Adult,Medium,Zero,Medium,Medium Risk,0,0.3114411955391784,0
15689044,37,2,539,127609.59,98646.22,1,1,0,0,1,620,4716.10368,0,France,Diamond,Adult,Low,Medium,Medium,Medium Risk,0,0.329091780392052,0
15709368,43,6,614,0.0,109041.53,2,1,1,0,1,318,2289.87213,1,France,Platinum,Adult,Medium,Zero,Low,Medium Risk,0,0.30654698221617893,0
15679145,57,7,706,0.0,17941.16,1,1,0,1,1,701,430.58784,0,Spain,Gold,Middle,Medium,Zero,Low,Churned,1,0.8517140342776599,1
15655007,33,7,758,0.0,82996.47,2,0,0,0,4,953,1991.91528,1,France,Platinum,Adult,High,Zero,Low,Medium Risk,0,0.1036648078252464,0
15623595,28,2,586,0.0,92067.35,2,1,1,0,5,635,828.60615,1,Spain,Platinum,Adult,Low,Zero,Low,Low Risk,0,0.12377195005125748,0
15589975,73,6,646,97259.25,104719.66,1,0,1,0,1,250,9007.26036,1,France,Platinum,Senior,Medium,Medium,Medium,Medium Risk,0,0.43444641846225507,0
15804017,33,4,631,123246.7,112687.57,1,0,0,0,3,662,7852.64855,1,Germany,Silver,Adult,Medium,Medium,Medium,Medium Risk,0,0.44319635607571795,0
15692132,22,6,717,101060.25,84699.56,1,0,1,0,2,666,8852.90826,1,Spain,Gold,Adult,Medium,Medium,Medium,Medium Risk,0,0.27367119227664355,0
15641122,30,2,684,0.0,83473.82,2,1,0,0,4,699,751.26438,0,France,Diamond,Adult,Medium,Zero,Low,Medium Risk,0,0.08526941772516951,0
15630910,49,7,800,108007.36,47125.11,1,0,0,0,3,855,9771.59144,1,France,Platinum,Middle,High,Medium,Medium,High Risk,0,0.838430714144184,1
15680772,36,2,721,0.0,106977.8,2,1,1,0,5,534,962.8002,1,Spain,Silver,Adult,Medium,Zero,Low,Low Risk,0,0.16321865682141345,0
15658929,29,0,683,133702.89,55582.54,1,1,0,1,1,388,1503.77652,0,Spain,Platinum,Adult,Medium,Medium,Low,Churned,1,0.5022724480447239,1
15585388,31,9,660,125189.75,139874.43,2,1,1,0,5,612,16715.2079,0,Germany,Gold,Adult,Medium,Medium,High,Medium Risk,0,0.18904772584972535,0
15724623,24,7,704,113034.22,162503.48,1,1,0,1,2,801,12942.82112,1,Germany,Platinum,Adult,Medium,Medium,High,Churned,1,0.4243036651995927,0
15588537,41,9,615,109013.23,196499.96,1,1,0,0,1,561,16796.3218,1,Spain,Platinum,Adult,Medium,Medium,High,Medium Risk,0,0.6302931068683971,1
15574692,39,2,667,0.0,40721.24,2,1,0,1,5,308,366.49116,1,Spain,Platinum,Adult,Medium,Zero,Low,Churned,1,0.2825177207992698,0
15611325,24,9,682,57929.81,53134.3,2,0,0,0,5,643,7387.01,0,Germany,Silver,Adult,Medium,Medium,Medium,Medium Risk,0,0.1972544002250134,0
15587562,29,4,484,130114.39,164017.89,1,1,0,0,1,249,8965.98785,1,France,Gold,Adult,Low,Medium,Medium,Medium Risk,0,0.43852918948988473,0
